,TotalProd,ProductID,OrderDate
118,2,928,2014-06-26 00:00:00
119,2,934,2014-06-26 00:00:00
120,3,923,2014-06-26 00:00:00
121,1,715,2014-06-26 00:00:00
122,2,708,2014-06-26 00:00:00
123,1,933,2014-06-26 00:00:00
124,8,922,2014-06-26 00:00:00
125,4,921,2014-06-26 00:00:00
126,2,865,2014-06-26 00:00:00
127,1,713,2014-06-26 00:00:00
128,1,871,2014-06-26 00:00:00
129,4,860,2014-06-26 00:00:00
130,5,711,2014-06-26 00:00:00
131,3,712,2014-06-26 00:00:00
132,3,870,2014-06-26 00:00:00
133,2,858,2014-06-26 00:00:00
134,3,707,2014-06-26 00:00:00
135,3,873,2014-06-26 00:00:00
136,1,868,2014-06-26 00:00:00
137,1,932,2014-06-26 00:00:00
138,1,869,2014-06-26 00:00:00
139,5,871,2014-06-25 00:00:00
140,1,933,2014-06-25 00:00:00
141,2,714,2014-06-25 00:00:00
142,2,708,2014-06-25 00:00:00
143,2,712,2014-06-25 00:00:00
144,2,929,2014-06-25 00:00:00
145,6,922,2014-06-25 00:00:00
146,2,882,2014-06-25 00:00:00
147,4,873,2014-06-25 00:00:00
148,8,921,2014-06-25 00:00:00
149,1,883,2014-06-25 00:00:00
150,3,707,2014-06-25 00:00:00
151,3,932,2014-06-25 00:00:00
152,1,931,2014-06-25 00:00:00
153,1,867,2014-06-25 00:00:00
154,2,716,2014-06-25 00:00:00
155,1,877,2014-06-25 00:00:00
156,1,859,2014-06-25 00:00:00
157,7,878,2014-06-25 00:00:00
158,3,923,2014-06-25 00:00:00
159,3,934,2014-06-25 00:00:00
160,2,879,2014-06-25 00:00:00
161,2,930,2014-06-25 00:00:00
162,6,870,2014-06-25 00:00:00
163,5,711,2014-06-25 00:00:00
164,2,708,2014-06-24 00:00:00
165,1,928,2014-06-24 00:00:00
166,2,711,2014-06-24 00:00:00
167,1,874,2014-06-24 00:00:00
168,4,929,2014-06-24 00:00:00
169,3,932,2014-06-24 00:00:00
170,3,878,2014-06-24 00:00:00
171,1,867,2014-06-24 00:00:00
172,1,933,2014-06-24 00:00:00
173,3,934,2014-06-24 00:00:00
174,4,712,2014-06-24 00:00:00
175,2,881,2014-06-24 00:00:00
176,3,922,2014-06-24 00:00:00
177,1,865,2014-06-24 00:00:00
178,1,871,2014-06-24 00:00:00
179,1,714,2014-06-24 00:00:00
180,4,870,2014-06-24 00:00:00
181,1,858,2014-06-24 00:00:00
182,3,923,2014-06-24 00:00:00
183,1,873,2014-06-24 00:00:00
184,2,877,2014-06-24 00:00:00
185,2,930,2014-06-24 00:00:00
186,1,880,2014-06-24 00:00:00
187,1,713,2014-06-24 00:00:00
188,4,921,2014-06-24 00:00:00
189,5,707,2014-06-24 00:00:00
190,3,867,2014-06-23 00:00:00
191,3,708,2014-06-23 00:00:00
192,4,870,2014-06-23 00:00:00
193,1,874,2014-06-23 00:00:00
194,3,711,2014-06-23 00:00:00
195,1,859,2014-06-23 00:00:00
196,1,871,2014-06-23 00:00:00
197,2,932,2014-06-23 00:00:00
198,3,930,2014-06-23 00:00:00
199,1,880,2014-06-23 00:00:00
200,12,873,2014-06-23 00:00:00
201,2,931,2014-06-23 00:00:00
202,2,882,2014-06-23 00:00:00
203,5,929,2014-06-23 00:00:00
204,2,934,2014-06-23 00:00:00
205,2,713,2014-06-23 00:00:00
206,1,860,2014-06-23 00:00:00
207,6,923,2014-06-23 00:00:00
208,2,868,2014-06-23 00:00:00
209,3,878,2014-06-23 00:00:00
210,5,922,2014-06-23 00:00:00
211,1,865,2014-06-23 00:00:00
212,1,879,2014-06-23 00:00:00
213,2,928,2014-06-23 00:00:00
214,2,933,2014-06-23 00:00:00
215,1,866,2014-06-23 00:00:00
216,2,877,2014-06-23 00:00:00
217,4,712,2014-06-23 00:00:00
218,5,921,2014-06-23 00:00:00
219,9,870,2014-06-22 00:00:00
220,1,708,2014-06-22 00:00:00
221,5,712,2014-06-22 00:00:00
222,4,928,2014-06-22 00:00:00
223,1,869,2014-06-22 00:00:00
224,6,871,2014-06-22 00:00:00
225,1,714,2014-06-22 00:00:00
226,1,931,2014-06-22 00:00:00
227,1,878,2014-06-22 00:00:00
228,1,858,2014-06-22 00:00:00
229,5,923,2014-06-22 00:00:00
230,2,884,2014-06-22 00:00:00
231,1,716,2014-06-22 00:00:00
232,4,934,2014-06-22 00:00:00
233,1,715,2014-06-22 00:00:00
234,2,929,2014-06-22 00:00:00
235,1,711,2014-06-22 00:00:00
236,3,922,2014-06-22 00:00:00
237,1,707,2014-06-22 00:00:00
238,8,873,2014-06-22 00:00:00
239,2,879,2014-06-22 00:00:00
240,1,875,2014-06-22 00:00:00
241,1,859,2014-06-22 00:00:00
242,1,933,2014-06-22 00:00:00
243,1,867,2014-06-22 00:00:00
244,4,921,2014-06-22 00:00:00
245,1,713,2014-06-22 00:00:00
246,1,880,2014-06-21 00:00:00
247,2,871,2014-06-21 00:00:00
248,1,858,2014-06-21 00:00:00
249,2,882,2014-06-21 00:00:00
250,5,873,2014-06-21 00:00:00
251,3,711,2014-06-21 00:00:00
252,5,878,2014-06-21 00:00:00
253,3,712,2014-06-21 00:00:00
254,5,870,2014-06-21 00:00:00
255,1,872,2014-06-21 00:00:00
256,3,923,2014-06-21 00:00:00
257,2,714,2014-06-21 00:00:00
258,1,867,2014-06-21 00:00:00
259,1,928,2014-06-21 00:00:00
260,1,929,2014-06-21 00:00:00
261,1,707,2014-06-21 00:00:00
262,3,869,2014-06-21 00:00:00
263,2,921,2014-06-21 00:00:00
264,3,934,2014-06-21 00:00:00
265,2,859,2014-06-21 00:00:00
266,4,708,2014-06-21 00:00:00
267,1,865,2014-06-21 00:00:00
268,4,931,2014-06-21 00:00:00
269,2,864,2014-06-21 00:00:00
270,1,884,2014-06-21 00:00:00
271,2,716,2014-06-21 00:00:00
272,3,874,2014-06-21 00:00:00
273,2,933,2014-06-21 00:00:00
274,1,877,2014-06-21 00:00:00
275,7,922,2014-06-21 00:00:00
276,1,931,2014-06-20 00:00:00
277,1,922,2014-06-20 00:00:00
278,4,928,2014-06-20 00:00:00
279,4,921,2014-06-20 00:00:00
280,1,711,2014-06-20 00:00:00
281,3,869,2014-06-20 00:00:00
282,1,933,2014-06-20 00:00:00
283,1,884,2014-06-20 00:00:00
284,1,707,2014-06-20 00:00:00
285,6,712,2014-06-20 00:00:00
286,1,860,2014-06-20 00:00:00
287,3,877,2014-06-20 00:00:00
288,2,929,2014-06-20 00:00:00
289,1,876,2014-06-20 00:00:00
290,1,882,2014-06-20 00:00:00
291,1,708,2014-06-20 00:00:00
292,1,923,2014-06-20 00:00:00
293,1,714,2014-06-20 00:00:00
294,4,870,2014-06-20 00:00:00
295,2,871,2014-06-20 00:00:00
296,8,873,2014-06-20 00:00:00
297,1,930,2014-06-20 00:00:00
298,2,715,2014-06-20 00:00:00
299,1,878,2014-06-20 00:00:00
300,1,876,2014-06-19 00:00:00
301,1,880,2014-06-19 00:00:00
302,5,922,2014-06-19 00:00:00
303,2,933,2014-06-19 00:00:00
304,1,714,2014-06-19 00:00:00
305,2,932,2014-06-19 00:00:00
306,8,921,2014-06-19 00:00:00
307,2,928,2014-06-19 00:00:00
308,6,870,2014-06-19 00:00:00
309,2,877,2014-06-19 00:00:00
310,1,875,2014-06-19 00:00:00
311,4,871,2014-06-19 00:00:00
312,2,858,2014-06-19 00:00:00
313,3,708,2014-06-19 00:00:00
314,3,929,2014-06-19 00:00:00
315,1,712,2014-06-19 00:00:00
316,3,878,2014-06-19 00:00:00
317,1,859,2014-06-19 00:00:00
318,2,934,2014-06-19 00:00:00
319,3,930,2014-06-19 00:00:00
320,1,872,2014-06-19 00:00:00
321,1,713,2014-06-19 00:00:00
322,3,711,2014-06-19 00:00:00
323,1,879,2014-06-19 00:00:00
324,2,882,2014-06-19 00:00:00
325,2,923,2014-06-19 00:00:00
326,1,931,2014-06-19 00:00:00
327,4,707,2014-06-19 00:00:00
328,8,873,2014-06-19 00:00:00
329,3,715,2014-06-19 00:00:00
330,7,878,2014-06-18 00:00:00
331,2,884,2014-06-18 00:00:00
332,6,870,2014-06-18 00:00:00
333,2,871,2014-06-18 00:00:00
334,1,876,2014-06-18 00:00:00
335,4,708,2014-06-18 00:00:00
336,3,923,2014-06-18 00:00:00
337,3,929,2014-06-18 00:00:00
338,1,859,2014-06-18 00:00:00
339,2,714,2014-06-18 00:00:00
340,1,880,2014-06-18 00:00:00
341,3,934,2014-06-18 00:00:00
342,2,874,2014-06-18 00:00:00
343,2,858,2014-06-18 00:00:00
344,6,707,2014-06-18 00:00:00
345,2,869,2014-06-18 00:00:00
346,2,931,2014-06-18 00:00:00
347,8,921,2014-06-18 00:00:00
348,5,928,2014-06-18 00:00:00
349,2,712,2014-06-18 00:00:00
350,3,711,2014-06-18 00:00:00
351,2,715,2014-06-18 00:00:00
352,2,860,2014-06-18 00:00:00
353,1,933,2014-06-18 00:00:00
354,5,922,2014-06-18 00:00:00
355,4,930,2014-06-18 00:00:00
356,2,877,2014-06-18 00:00:00
357,5,873,2014-06-18 00:00:00
358,3,708,2014-06-17 00:00:00
359,6,870,2014-06-17 00:00:00
360,7,921,2014-06-17 00:00:00
361,1,713,2014-06-17 00:00:00
362,3,871,2014-06-17 00:00:00
363,10,873,2014-06-17 00:00:00
364,1,714,2014-06-17 00:00:00
365,2,932,2014-06-17 00:00:00
366,5,922,2014-06-17 00:00:00
367,2,930,2014-06-17 00:00:00
368,3,707,2014-06-17 00:00:00
369,1,880,2014-06-17 00:00:00
370,4,712,2014-06-17 00:00:00
371,4,711,2014-06-17 00:00:00
372,2,933,2014-06-17 00:00:00
373,1,931,2014-06-17 00:00:00
374,2,929,2014-06-17 00:00:00
375,1,869,2014-06-17 00:00:00
376,1,934,2014-06-17 00:00:00
377,1,876,2014-06-17 00:00:00
378,4,923,2014-06-17 00:00:00
379,1,864,2014-06-17 00:00:00
380,3,877,2014-06-17 00:00:00
381,2,878,2014-06-17 00:00:00
382,2,858,2014-06-17 00:00:00
383,5,873,2014-06-16 00:00:00
384,5,921,2014-06-16 00:00:00
385,4,923,2014-06-16 00:00:00
386,2,871,2014-06-16 00:00:00
387,2,930,2014-06-16 00:00:00
388,3,933,2014-06-16 00:00:00
389,5,931,2014-06-16 00:00:00
390,5,711,2014-06-16 00:00:00
391,1,707,2014-06-16 00:00:00
392,1,868,2014-06-16 00:00:00
393,7,870,2014-06-16 00:00:00
394,2,865,2014-06-16 00:00:00
395,2,882,2014-06-16 00:00:00
396,3,934,2014-06-16 00:00:00
397,2,932,2014-06-16 00:00:00
398,1,884,2014-06-16 00:00:00
399,3,929,2014-06-16 00:00:00
400,5,712,2014-06-16 00:00:00
401,2,715,2014-06-16 00:00:00
402,5,708,2014-06-16 00:00:00
403,1,880,2014-06-16 00:00:00
404,1,859,2014-06-16 00:00:00
405,10,922,2014-06-16 00:00:00
406,6,878,2014-06-16 00:00:00
407,1,858,2014-06-16 00:00:00
408,3,713,2014-06-16 00:00:00
409,1,881,2014-06-15 00:00:00
410,2,708,2014-06-15 00:00:00
411,1,882,2014-06-15 00:00:00
412,1,859,2014-06-15 00:00:00
413,4,868,2014-06-15 00:00:00
414,4,873,2014-06-15 00:00:00
415,1,934,2014-06-15 00:00:00
416,6,870,2014-06-15 00:00:00
417,4,922,2014-06-15 00:00:00
418,1,923,2014-06-15 00:00:00
419,2,871,2014-06-15 00:00:00
420,3,858,2014-06-15 00:00:00
421,1,713,2014-06-15 00:00:00
422,6,707,2014-06-15 00:00:00
423,1,865,2014-06-15 00:00:00
424,5,921,2014-06-15 00:00:00
425,1,933,2014-06-15 00:00:00
426,2,929,2014-06-15 00:00:00
427,1,883,2014-06-15 00:00:00
428,1,716,2014-06-15 00:00:00
429,2,878,2014-06-15 00:00:00
430,1,866,2014-06-15 00:00:00
431,2,930,2014-06-15 00:00:00
432,1,880,2014-06-15 00:00:00
433,1,872,2014-06-15 00:00:00
434,2,931,2014-06-15 00:00:00
435,1,875,2014-06-15 00:00:00
436,1,874,2014-06-15 00:00:00
437,3,928,2014-06-15 00:00:00
438,4,712,2014-06-15 00:00:00
439,1,872,2014-06-14 00:00:00
440,7,922,2014-06-14 00:00:00
441,3,877,2014-06-14 00:00:00
442,1,880,2014-06-14 00:00:00
443,1,714,2014-06-14 00:00:00
444,3,878,2014-06-14 00:00:00
445,1,858,2014-06-14 00:00:00
446,5,921,2014-06-14 00:00:00
447,4,873,2014-06-14 00:00:00
448,5,708,2014-06-14 00:00:00
449,3,707,2014-06-14 00:00:00
450,7,923,2014-06-14 00:00:00
451,1,884,2014-06-14 00:00:00
452,4,711,2014-06-14 00:00:00
453,1,868,2014-06-14 00:00:00
454,4,712,2014-06-14 00:00:00
455,4,871,2014-06-14 00:00:00
456,2,934,2014-06-14 00:00:00
457,1,928,2014-06-14 00:00:00
458,1,929,2014-06-14 00:00:00
459,9,870,2014-06-14 00:00:00
460,1,881,2014-06-14 00:00:00
461,1,930,2014-06-14 00:00:00
462,1,874,2014-06-14 00:00:00
463,2,860,2014-06-14 00:00:00
464,3,931,2014-06-14 00:00:00
465,2,933,2014-06-14 00:00:00
466,4,930,2014-06-13 00:00:00
467,4,708,2014-06-13 00:00:00
468,11,921,2014-06-13 00:00:00
469,1,880,2014-06-13 00:00:00
470,1,716,2014-06-13 00:00:00
471,1,933,2014-06-13 00:00:00
472,2,876,2014-06-13 00:00:00
473,1,923,2014-06-13 00:00:00
474,1,884,2014-06-13 00:00:00
475,1,713,2014-06-13 00:00:00
476,6,870,2014-06-13 00:00:00
477,3,922,2014-06-13 00:00:00
478,3,931,2014-06-13 00:00:00
479,2,707,2014-06-13 00:00:00
480,2,928,2014-06-13 00:00:00
481,2,877,2014-06-13 00:00:00
482,3,711,2014-06-13 00:00:00
483,2,867,2014-06-13 00:00:00
484,3,871,2014-06-13 00:00:00
485,2,929,2014-06-13 00:00:00
486,1,932,2014-06-13 00:00:00
487,4,712,2014-06-13 00:00:00
488,1,879,2014-06-13 00:00:00
489,1,869,2014-06-13 00:00:00
490,2,865,2014-06-13 00:00:00
491,1,881,2014-06-13 00:00:00
492,7,873,2014-06-13 00:00:00
493,1,859,2014-06-13 00:00:00
494,1,933,2014-06-12 00:00:00
495,1,931,2014-06-12 00:00:00
496,2,712,2014-06-12 00:00:00
497,3,873,2014-06-12 00:00:00
498,1,876,2014-06-12 00:00:00
499,2,921,2014-06-12 00:00:00
500,3,922,2014-06-12 00:00:00
501,1,870,2014-06-12 00:00:00
502,2,707,2014-06-12 00:00:00
503,1,713,2014-06-12 00:00:00
504,1,868,2014-06-12 00:00:00
505,1,934,2014-06-12 00:00:00
506,1,929,2014-06-12 00:00:00
507,1,882,2014-06-12 00:00:00
508,4,878,2014-06-12 00:00:00
509,1,930,2014-06-12 00:00:00
510,2,859,2014-06-12 00:00:00
511,1,883,2014-06-12 00:00:00
512,1,711,2014-06-12 00:00:00
513,1,714,2014-06-12 00:00:00
514,1,708,2014-06-12 00:00:00
515,3,928,2014-06-12 00:00:00
516,1,934,2014-06-11 00:00:00
517,5,711,2014-06-11 00:00:00
518,1,859,2014-06-11 00:00:00
519,1,714,2014-06-11 00:00:00
520,1,878,2014-06-11 00:00:00
521,1,877,2014-06-11 00:00:00
522,2,932,2014-06-11 00:00:00
523,3,869,2014-06-11 00:00:00
524,2,879,2014-06-11 00:00:00
525,1,876,2014-06-11 00:00:00
526,2,930,2014-06-11 00:00:00
527,1,923,2014-06-11 00:00:00
528,2,881,2014-06-11 00:00:00
529,7,922,2014-06-11 00:00:00
530,1,875,2014-06-11 00:00:00
531,1,715,2014-06-11 00:00:00
532,1,871,2014-06-11 00:00:00
533,1,867,2014-06-11 00:00:00
534,6,921,2014-06-11 00:00:00
535,2,707,2014-06-11 00:00:00
536,4,870,2014-06-11 00:00:00
537,6,929,2014-06-11 00:00:00
538,2,712,2014-06-11 00:00:00
539,1,874,2014-06-11 00:00:00
540,4,933,2014-06-11 00:00:00
541,2,873,2014-06-11 00:00:00
542,2,870,2014-06-10 00:00:00
543,1,878,2014-06-10 00:00:00
544,1,876,2014-06-10 00:00:00
545,2,928,2014-06-10 00:00:00
546,3,933,2014-06-10 00:00:00
547,2,934,2014-06-10 00:00:00
548,1,859,2014-06-10 00:00:00
549,1,715,2014-06-10 00:00:00
550,2,930,2014-06-10 00:00:00
551,1,712,2014-06-10 00:00:00
552,5,873,2014-06-10 00:00:00
553,1,875,2014-06-10 00:00:00
554,1,932,2014-06-10 00:00:00
555,8,921,2014-06-10 00:00:00
556,2,923,2014-06-10 00:00:00
557,1,869,2014-06-10 00:00:00
558,3,707,2014-06-10 00:00:00
559,2,874,2014-06-10 00:00:00
560,1,867,2014-06-10 00:00:00
561,3,708,2014-06-10 00:00:00
562,3,713,2014-06-10 00:00:00
563,5,929,2014-06-10 00:00:00
564,7,922,2014-06-10 00:00:00
565,2,877,2014-06-10 00:00:00
566,3,711,2014-06-10 00:00:00
567,3,871,2014-06-09 00:00:00
568,4,930,2014-06-09 00:00:00
569,4,870,2014-06-09 00:00:00
570,2,934,2014-06-09 00:00:00
571,2,858,2014-06-09 00:00:00
572,1,708,2014-06-09 00:00:00
573,8,873,2014-06-09 00:00:00
574,2,876,2014-06-09 00:00:00
575,2,869,2014-06-09 00:00:00
576,2,923,2014-06-09 00:00:00
577,1,866,2014-06-09 00:00:00
578,8,922,2014-06-09 00:00:00
579,1,877,2014-06-09 00:00:00
580,2,928,2014-06-09 00:00:00
581,6,878,2014-06-09 00:00:00
582,3,931,2014-06-09 00:00:00
583,1,707,2014-06-09 00:00:00
584,1,872,2014-06-09 00:00:00
585,3,933,2014-06-09 00:00:00
586,2,929,2014-06-09 00:00:00
587,4,711,2014-06-09 00:00:00
588,1,875,2014-06-09 00:00:00
589,6,921,2014-06-09 00:00:00
590,1,713,2014-06-08 00:00:00
591,3,878,2014-06-08 00:00:00
592,4,871,2014-06-08 00:00:00
593,3,931,2014-06-08 00:00:00
594,5,873,2014-06-08 00:00:00
595,1,877,2014-06-08 00:00:00
596,1,875,2014-06-08 00:00:00
597,1,874,2014-06-08 00:00:00
598,2,933,2014-06-08 00:00:00
599,3,923,2014-06-08 00:00:00
600,1,880,2014-06-08 00:00:00
601,1,707,2014-06-08 00:00:00
602,1,872,2014-06-08 00:00:00
603,1,859,2014-06-08 00:00:00
604,4,870,2014-06-08 00:00:00
605,1,858,2014-06-08 00:00:00
606,5,711,2014-06-08 00:00:00
607,1,712,2014-06-08 00:00:00
608,1,929,2014-06-08 00:00:00
609,1,932,2014-06-08 00:00:00
610,1,934,2014-06-08 00:00:00
611,1,930,2014-06-08 00:00:00
612,1,714,2014-06-08 00:00:00
613,2,928,2014-06-08 00:00:00
614,3,922,2014-06-08 00:00:00
615,3,708,2014-06-08 00:00:00
616,4,921,2014-06-08 00:00:00
617,9,921,2014-06-07 00:00:00
618,3,932,2014-06-07 00:00:00
619,1,868,2014-06-07 00:00:00
620,1,880,2014-06-07 00:00:00
621,3,930,2014-06-07 00:00:00
622,1,864,2014-06-07 00:00:00
623,6,708,2014-06-07 00:00:00
624,2,716,2014-06-07 00:00:00
625,2,928,2014-06-07 00:00:00
626,8,711,2014-06-07 00:00:00
627,10,873,2014-06-07 00:00:00
628,2,874,2014-06-07 00:00:00
629,4,929,2014-06-07 00:00:00
630,1,859,2014-06-07 00:00:00
631,6,707,2014-06-07 00:00:00
632,12,922,2014-06-07 00:00:00
633,5,933,2014-06-07 00:00:00
634,2,714,2014-06-07 00:00:00
635,4,923,2014-06-07 00:00:00
636,1,858,2014-06-07 00:00:00
637,6,878,2014-06-07 00:00:00
638,3,715,2014-06-07 00:00:00
639,4,871,2014-06-07 00:00:00
640,3,882,2014-06-07 00:00:00
641,8,870,2014-06-07 00:00:00
642,3,934,2014-06-07 00:00:00
643,1,931,2014-06-07 00:00:00
644,4,712,2014-06-07 00:00:00
645,1,883,2014-06-07 00:00:00
646,3,922,2014-06-06 00:00:00
647,1,884,2014-06-06 00:00:00
648,5,921,2014-06-06 00:00:00
649,3,929,2014-06-06 00:00:00
650,4,878,2014-06-06 00:00:00
651,3,712,2014-06-06 00:00:00
652,3,934,2014-06-06 00:00:00
653,4,923,2014-06-06 00:00:00
654,1,859,2014-06-06 00:00:00
655,1,930,2014-06-06 00:00:00
656,3,933,2014-06-06 00:00:00
657,1,716,2014-06-06 00:00:00
658,2,932,2014-06-06 00:00:00
659,1,714,2014-06-06 00:00:00
660,4,708,2014-06-06 00:00:00
661,2,711,2014-06-06 00:00:00
662,1,871,2014-06-06 00:00:00
663,2,865,2014-06-06 00:00:00
664,1,866,2014-06-06 00:00:00
665,1,858,2014-06-06 00:00:00
666,1,707,2014-06-06 00:00:00
667,6,873,2014-06-06 00:00:00
668,4,928,2014-06-06 00:00:00
669,5,870,2014-06-06 00:00:00
670,1,868,2014-06-05 00:00:00
671,1,931,2014-06-05 00:00:00
672,1,881,2014-06-05 00:00:00
673,2,878,2014-06-05 00:00:00
674,1,872,2014-06-05 00:00:00
675,1,714,2014-06-05 00:00:00
676,1,871,2014-06-05 00:00:00
677,1,933,2014-06-05 00:00:00
678,6,707,2014-06-05 00:00:00
679,2,864,2014-06-05 00:00:00
680,3,934,2014-06-05 00:00:00
681,2,930,2014-06-05 00:00:00
682,1,869,2014-06-05 00:00:00
683,4,873,2014-06-05 00:00:00
684,5,870,2014-06-05 00:00:00
685,3,922,2014-06-05 00:00:00
686,3,712,2014-06-05 00:00:00
687,1,884,2014-06-05 00:00:00
688,1,932,2014-06-05 00:00:00
689,2,859,2014-06-05 00:00:00
690,9,921,2014-06-05 00:00:00
691,5,923,2014-06-05 00:00:00
692,1,879,2014-06-05 00:00:00
693,1,928,2014-06-05 00:00:00
694,4,929,2014-06-05 00:00:00
695,2,880,2014-06-05 00:00:00
696,1,711,2014-06-05 00:00:00
697,4,708,2014-06-05 00:00:00
698,2,711,2014-06-04 00:00:00
699,1,714,2014-06-04 00:00:00
700,1,712,2014-06-04 00:00:00
701,2,866,2014-06-04 00:00:00
702,6,873,2014-06-04 00:00:00
703,2,858,2014-06-04 00:00:00
704,2,934,2014-06-04 00:00:00
705,1,868,2014-06-04 00:00:00
706,8,921,2014-06-04 00:00:00
707,2,877,2014-06-04 00:00:00
708,1,932,2014-06-04 00:00:00
709,2,930,2014-06-04 00:00:00
710,2,716,2014-06-04 00:00:00
711,2,931,2014-06-04 00:00:00
712,1,860,2014-06-04 00:00:00
713,2,922,2014-06-04 00:00:00
714,2,923,2014-06-04 00:00:00
715,2,929,2014-06-04 00:00:00
716,1,883,2014-06-04 00:00:00
717,3,878,2014-06-04 00:00:00
718,1,708,2014-06-04 00:00:00
719,4,871,2014-06-04 00:00:00
720,1,874,2014-06-04 00:00:00
721,8,870,2014-06-04 00:00:00
722,1,869,2014-06-04 00:00:00
723,1,713,2014-06-04 00:00:00
724,1,928,2014-06-04 00:00:00
725,1,930,2014-06-03 00:00:00
726,4,923,2014-06-03 00:00:00
727,1,869,2014-06-03 00:00:00
728,3,711,2014-06-03 00:00:00
729,3,878,2014-06-03 00:00:00
730,1,884,2014-06-03 00:00:00
731,1,877,2014-06-03 00:00:00
732,3,870,2014-06-03 00:00:00
733,6,873,2014-06-03 00:00:00
