,SalesOrderID,count
308,71891,5
309,72140,4
310,72406,5
311,72433,3
312,72567,5
313,72642,3
314,74853,3
315,74942,3
316,43675,9
317,43689,21
318,45337,17
319,46374,15
320,47455,46
321,49828,58
322,51099,8
323,51214,3
324,51306,3
325,51408,4
326,51594,3
327,51783,43
328,51979,3
329,52060,3
330,52533,3
331,52648,3
332,53083,3
333,53839,5
334,53872,4
335,53890,3
336,53957,3
337,54166,3
338,54232,4
339,54340,3
340,54880,4
341,55647,3
342,55773,3
343,56281,3
344,56468,3
345,57150,36
346,57262,3
347,57632,4
348,58366,3
349,58878,3
350,59008,30
351,59398,5
352,59460,4
353,60107,3
354,61477,4
355,61629,3
356,61772,4
357,62002,5
358,62352,3
359,62387,5
360,62432,3
361,63033,3
362,63817,3
363,63868,4
364,63963,3
365,64236,3
366,64727,3
367,65203,4
368,66003,3
369,66138,3
370,66246,3
371,66367,4
372,66926,3
373,67556,4
374,67734,3
375,67863,3
376,68265,4
377,69197,3
378,69319,5
379,70005,4
380,70460,3
381,70715,3
382,70850,4
383,71349,4
384,71508,4
385,71818,26
386,71902,50
387,72464,3
388,72694,3
389,73036,3
390,74388,3
391,46074,14
392,46347,4
393,47666,35
394,48065,45
395,48289,3
396,50190,4
397,51743,4
398,53467,22
399,53547,3
400,53810,3
401,54211,3
402,54361,3
403,55840,3
404,56371,4
405,57058,27
406,58474,3
407,58913,4
408,58985,4
409,59067,36
410,59104,3
411,59246,3
412,59771,3
413,59878,4
414,60853,3
415,61102,3
416,61155,5
417,61970,3
418,62072,3
419,62467,5
420,63220,6
421,63658,3
422,64019,3
423,65013,4
424,65823,3
425,65992,3
426,66532,3
427,66556,4
428,66590,3
429,66814,3
430,67169,3
431,67567,4
432,67924,3
433,69564,17
434,72147,3
435,72197,4
436,72477,3
437,72655,3
438,73342,3
439,73421,4
440,74747,4
441,44309,18
442,45781,26
443,46076,32
444,46366,6
445,49070,15
446,49094,27
447,51407,4
448,51949,3
449,51959,3
450,52246,3
451,52620,3
452,52739,3
453,53127,4
454,53344,4
455,53717,3
456,53995,3
457,54194,4
458,54233,4
459,55398,3
460,55972,3
461,56652,3
462,57100,8
463,57690,4
464,58431,3
465,58747,3
466,58914,29
467,59075,45
468,59111,3
469,59180,3
470,59189,4
471,60270,3
472,60577,3
473,61453,3
474,61933,3
475,62306,3
476,62434,5
477,62781,3
478,63016,3
479,63458,3
480,63577,5
481,63578,3
482,63592,3
483,64975,3
484,65525,3
485,65609,4
486,65895,3
487,65996,3
488,66345,3
489,66477,4
490,66609,3
491,67263,29
492,67552,4
493,68174,3
494,68341,4
495,68534,3
496,68795,3
497,69004,4
498,70060,3
499,70479,3
500,70974,3
501,71276,3
502,71374,3
503,71462,3
504,72407,4
505,72514,3
506,73735,3
507,46954,3
508,47989,11
509,49076,29
510,49122,6
511,49851,36
512,51209,4
513,52143,3
514,52822,3
515,52984,3
516,54042,7
517,54256,4
518,54346,3
519,54500,4
520,54823,4
521,55035,3
522,55049,3
523,55824,3
524,55863,3
525,56496,3
526,56522,3
527,56921,3
528,58302,3
529,58436,3
530,58642,3
531,60382,3
532,60938,3
533,61224,29
534,61234,9
535,61266,9
536,61654,4
537,61711,4
538,61786,3
539,61958,4
540,62082,4
541,62203,3
542,62299,3
543,62727,3
544,64741,3
545,64896,3
546,65532,5
547,65941,3
548,66760,4
549,66797,3
550,67864,4
551,67911,3
552,68247,3
553,68856,4
554,68866,5
555,69353,3
556,69449,24
557,69545,42
558,70914,3
559,71407,3
560,71704,3
561,72630,4
562,73497,4
563,74849,3
564,44095,9
565,44557,21
566,45069,14
567,45802,16
568,46049,35
569,47712,35
570,47724,47
571,49061,21
572,49106,8
573,50685,10
574,51095,6
575,52538,3
576,52778,4
577,53264,3
578,53481,3
579,53706,4
580,53974,4
581,54642,4
582,55569,5
583,55928,4
584,56105,3
585,57464,5
586,57774,3
587,57951,4
588,58371,4
589,58422,5
590,59178,3
591,60097,4
592,60865,4
593,60893,3
594,61491,4
595,61559,4
596,62564,5
597,62718,3
598,63630,3
599,64230,3
600,64983,3
601,65424,3
602,65432,3
603,66076,4
604,66435,3
605,67065,3
606,67110,3
607,68631,4
608,69731,3
609,69811,3
610,70073,5
611,70660,4
612,70688,3
613,71854,36
614,72344,3
615,72424,3
616,73788,4
617,73842,3
618,74933,3
619,44111,19
620,44522,22
621,44570,32
622,44766,4
623,47372,18
624,47987,3
625,50747,40
626,51091,17
627,51194,3
628,51418,4
629,52137,3
630,52297,3
631,52643,4
632,52732,4
633,53159,3
634,56232,3
635,56435,3
636,56982,3
637,57050,3
638,57133,9
639,57866,3
640,58118,4
641,58365,4
642,58607,3
643,58919,21
644,59488,4
645,59515,3
646,59561,3
647,59940,4
648,60156,4
649,60257,3
650,60627,5
651,62562,4
652,63094,4
653,63151,4
654,63489,4
655,63623,3
656,64214,4
657,64622,5
658,64694,3
659,65372,5
660,65932,3
661,66021,4
662,66830,3
663,67277,50
664,67436,5
665,67527,3
666,67532,4
667,67818,3
668,67937,3
669,68069,4
670,68515,4
671,68784,3
672,69410,13
673,69475,43
674,69957,3
675,70906,3
676,71480,4
677,71832,30
678,72241,4
679,72476,3
680,72698,4
681,73205,3
682,73320,4
683,73410,4
684,73705,4
685,74312,3
686,74634,3
687,75023,3
688,44316,6
689,44515,7
690,44777,20
691,45266,7
692,46339,6
693,46340,4
694,47415,13
695,48076,34
696,48077,40
697,48352,3
698,48789,6
699,50292,24
700,51994,3
701,52130,3
702,52767,4
703,52841,5
704,53578,9
705,54923,4
706,55356,3
707,55600,3
708,56417,3
709,56425,3
710,57415,3
711,57728,3
712,57994,3
713,58538,4
714,58752,3
715,58802,3
716,59146,3
717,59216,4
718,59459,3
719,59548,4
720,60325,3
721,61785,4
722,62253,4
723,62376,3
724,62418,3
725,62605,4
726,62966,3
727,63413,3
728,65196,3
729,65296,4
730,65419,3
731,65660,3
732,65675,3
733,65821,3
734,66841,4
735,66983,3
736,67230,3
737,67569,4
738,67994,3
739,69515,26
740,69642,3
741,70112,3
742,70497,4
743,70554,3
744,71812,26
745,71852,19
746,72543,3
747,72723,3
748,72841,4
749,72873,3
750,73511,4
751,73610,4
752,73880,3
753,43891,9
754,44093,19
755,44102,5
756,44545,8
757,45274,9
758,45815,14
759,49890,45
760,50284,49
761,51820,11
762,51844,21
763,51911,3
764,52110,4
765,52275,3
766,52719,4
767,53071,4
768,53479,3
769,53525,22
770,54523,4
771,55465,4
772,58971,42
773,59081,4
774,59409,4
775,60623,3
776,60834,3
777,61163,3
778,61770,3
779,62003,4
780,63312,3
781,63421,4
782,63426,3
783,64291,3
784,64365,4
785,64551,3
786,64668,4
787,64812,3
788,65168,20
789,66199,4
790,66964,3
791,67595,4
792,67715,3
793,67855,3
794,68063,5
795,68317,3
796,68327,3
797,68752,3
798,69371,5
799,69441,24
800,69622,4
801,69832,3
802,70346,5
803,71967,4
804,72077,3
805,72545,4
806,72662,4
807,72675,3
808,73052,3
809,73299,3
810,73862,3
811,74110,3
812,75105,4
813,44552,19
814,45053,17
815,45062,20
816,49040,20
817,49825,25
818,50686,4
819,51750,16
820,51971,5
821,52772,5
822,52884,3
823,53218,3
824,53876,3
825,53969,4
826,54614,4
827,54719,3
828,55219,4
829,55550,4
830,56121,3
831,56351,3
832,56375,4
833,57060,4
834,57126,15
835,57210,4
836,57271,3
837,57759,3
838,58001,3
839,58004,4
840,58687,3
841,58816,3
842,59838,5
843,59891,4
844,60024,5
845,60306,3
846,60718,3
847,61158,4
848,61813,3
849,61825,3
850,62328,3
851,63534,4
852,63768,5
853,63818,3
854,64838,4
855,64842,4
856,65330,4
857,65650,3
858,65835,3
859,65856,3
860,66396,3
861,66471,3
862,66500,3
863,66766,4
864,68266,3
865,68550,5
866,69186,3
867,69422,61
868,69429,24
869,69599,3
870,70662,3
871,71915,5
872,72051,4
873,73313,3
874,74114,3
875,74271,3
876,74588,3
877,44282,15
878,44292,4
879,45068,3
880,46087,21
881,46932,9
882,48737,3
883,49096,4
884,49157,20
885,49485,33
886,49521,29
887,49862,7
888,51386,3
889,52253,3
890,53048,4
891,53175,5
892,53334,5
893,53371,3
894,53603,9
895,54186,4
896,54644,4
897,54784,7
898,55509,3
899,55579,3
900,56219,3
901,56266,3
902,56309,3
903,56678,4
904,57028,9
905,57895,3
906,59564,3
907,61145,3
908,61537,4
909,62043,4
910,63090,3
911,64612,3
912,64770,3
913,66086,3
914,67131,4
915,67268,39
916,67347,33
917,67385,3
918,67500,3
919,68269,3
920,69182,3
921,69456,48
922,69596,4
923,69745,4
924,69800,3
925,69991,3
926,70310,3
927,70992,3
928,71098,5
929,71347,3
930,72620,3
931,72794,3
932,72831,3
933,73148,4
934,74091,4
935,74158,4
936,75001,4
937,44756,17
938,45333,5
939,46629,39
940,46949,5
941,47399,19
942,48015,9
943,48071,27
944,48380,27
945,49888,52
946,50661,31
947,51543,4
948,51763,52
949,52388,4
950,53291,5
951,53734,3
952,54244,4
953,54415,4
954,54549,3
955,54570,3
956,55313,7
957,55706,3
958,55871,3
959,56308,4
960,56600,4
961,57051,46
962,57176,8
963,57664,4
964,57833,4
965,58070,3
966,58577,3
967,58812,3
968,59837,3
969,60305,4
970,60625,4
971,60980,3
972,61165,4
973,61169,4
974,61609,3
975,62416,4
976,62954,4
977,63368,3
978,63403,5
979,63597,3
980,64245,3
981,64317,5
982,65519,3
983,66559,3
984,66584,4
985,67006,4
986,67342,30
987,68320,3
988,70218,4
989,70982,3
990,71206,3
991,71425,4
992,71747,4
993,73652,3
994,74465,3
995,44075,9
996,44126,7
997,44504,27
998,47016,8
999,47406,3
1000,47452,18
1001,47986,51
1002,48746,20
1003,49490,41
1004,49540,24
1005,49545,3
1006,51355,3
1007,51414,3
1008,51428,3
1009,51445,3
1010,51448,3
1011,51567,3
1012,53349,4
1013,53363,4
1014,53416,4
1015,53757,4
1016,54106,4
1017,54187,5
1018,54440,3
1019,54487,3
1020,55193,3
1021,55259,24
1022,55709,3
1023,55810,4
1024,56993,3
1025,57542,3
1026,57981,3
1027,58846,4
1028,58949,4
1029,58961,46
1030,59218,3
1031,59427,3
1032,59799,4
1033,60219,3
1034,61413,3
1035,61953,5
1036,62004,3
1037,62061,3
1038,62099,4
1039,62402,3
1040,62559,4
1041,62682,6
1042,63900,3
1043,64266,4
1044,64351,4
1045,65405,4
1046,66239,3
1047,66824,3
1048,67125,3
1049,67473,5
1050,67884,4
1051,68128,3
1052,68984,3
1053,69239,3
1054,69281,3
1055,69920,3
1056,70495,3
1057,71029,4
1058,71336,6
1059,71531,3
1060,73128,3
1061,73433,3
1062,74126,4
1063,74242,3
1064,74265,4
1065,74701,3
1066,75099,3
1067,43859,4
1068,44511,5
1069,46615,9
1070,47040,21
1071,47062,13
1072,48031,36
1073,48392,50
1074,49487,4
1075,51242,3
1076,51431,5
1077,51589,3
1078,51899,3
1079,52447,3
1080,52519,4
1081,52638,3
1082,53052,3
1083,53458,51
1084,54242,3
1085,54660,4
1086,56131,4
1087,56764,4
1088,58058,3
1089,58104,3
1090,59003,6
1091,59272,4
1092,59440,4
1093,59816,4
1094,60160,3
1095,60904,3
1096,61237,4
1097,61283,3
1098,61358,3
1099,61800,3
1100,61920,5
1101,62813,3
1102,63266,26
1103,63358,4
1104,63546,4
1105,63682,4
1106,63778,3
1107,64368,5
1108,65269,23
1109,65283,4
1110,65570,3
1111,66247,4
1112,66331,3
1113,66338,4
1114,67069,4
1115,67253,4
1116,67639,4
1117,67685,4
1118,68431,3
1119,68600,3
1120,68646,3
1121,69215,4
1122,69971,3
1123,70056,3
1124,70428,3
1125,70561,3
1126,70859,5
1127,70930,4
1128,71056,4
1129,71692,3
1130,72777,3
1131,72906,3
1132,73173,3
1133,73626,5
1134,73817,3
1135,74162,3
1136,74384,3
1137,74413,3
1138,46378,3
1139,47367,18
1140,49834,8
1141,51181,4
1142,51528,3
1143,51590,4
1144,51611,4
1145,51923,3
1146,53417,3
1147,54393,3
1148,54424,4
1149,54598,4
1150,55269,38
1151,55346,3
1152,55503,4
1153,55668,3
1154,56012,3
1155,56016,4
1156,56882,3
1157,57725,4
1158,57738,4
1159,57934,4
1160,58433,3
1161,58550,3
1162,59368,3
1163,60039,4
1164,60293,4
1165,60381,4
1166,60658,3
1167,60840,3
1168,60926,5
1169,61032,3
1170,61174,7
1171,61212,7
1172,61223,4
1173,61320,3
1174,61444,3
1175,61628,3
1176,62021,3
1177,62397,3
1178,63091,3
1179,63235,4
1180,63509,4
1181,63866,3
1182,63981,3
1183,64072,4
1184,64294,4
1185,64309,3
1186,64637,3
1187,65363,5
1188,66744,3
1189,67630,4
1190,67998,3
1191,69317,3
1192,69621,3
1193,69780,3
1194,70078,3
1195,71002,4
1196,71288,3
1197,71343,5
1198,72151,3
1199,72422,4
1200,72775,3
1201,73584,3
1202,74163,4
1203,74553,3
1204,44089,3
1205,45784,4
1206,46944,28
1207,47026,22
1208,47411,24
1209,47447,56
1210,47967,24
1211,50237,40
1212,51154,49
1213,51901,3
1214,52980,3
1215,53397,4
1216,53504,3
1217,54240,3
1218,54671,4
1219,54726,3
1220,55120,4
1221,55141,4
1222,55314,5
1223,55629,4
1224,55785,3
1225,57012,49
1226,57179,13
1227,58950,28
1228,59161,6
1229,61077,5
1230,61188,25
1231,61774,4
1232,61987,3
1233,62447,5
1234,63805,4
1235,64112,4
1236,64307,4
1237,64447,5
1238,65550,4
1239,66218,3
1240,66689,4
1241,67592,3
1242,68660,4
1243,69558,31
1244,71538,3
1245,71560,3
1246,72236,3
1247,72319,4
1248,72949,3
1249,73474,4
1250,73967,4
1251,74250,4
1252,74660,3
1253,75061,4
1254,44074,3
1255,45284,18
1256,45291,23
1257,45323,25
1258,46997,28
1259,47056,58
1260,47352,35
1261,47421,8
1262,47694,30
1263,49044,3
1264,49840,3
1265,50200,10
1266,50723,3
1267,50749,24
1268,51124,45
1269,51333,3
1270,51736,8
1271,51852,8
1272,51867,4
1273,52058,6
1274,52074,3
1275,52571,4
1276,52627,3
1277,53145,3
1278,53548,27
1279,53873,4
1280,54692,3
1281,55416,3
1282,56529,5
1283,56880,3
1284,57287,3
1285,57324,3
1286,57926,3
1287,58130,3
1288,58318,3
1289,58555,3
1290,59267,3
1291,59868,3
1292,62038,3
1293,62291,4
1294,62832,3
1295,62955,3
1296,63204,24
1297,63441,3
1298,63575,3
1299,64649,3
1300,65268,20
1301,66363,3
1302,66770,3
1303,67041,3
1304,67605,3
1305,67787,3
1306,68569,3
1307,69145,4
1308,69713,4
1309,69719,3
1310,70522,4
1311,70674,3
1312,70713,5
1313,71077,4
1314,71504,6
1315,71779,42
1316,71850,11
1317,72787,3
1318,73220,3
1319,73453,3
1320,73851,4
1321,74127,3
1322,74284,3
1323,74355,3
1324,44499,4
1325,45799,26
1326,46054,9
1327,47018,57
1328,51751,65
1329,52304,3
1330,52462,3
1331,52583,3
1332,53177,4
1333,53221,3
1334,53538,16
1335,53552,22
1336,54129,3
1337,54130,3
1338,55128,6
1339,55488,4
1340,56479,3
1341,56528,4
1342,57571,3
1343,57600,4
1344,57855,4
1345,58114,3
1346,58257,3
1347,59274,4
1348,59817,4
1349,60358,3
1350,60621,4
1351,60783,3
1352,60807,3
1353,61217,21
1354,61238,35
1355,61289,3
1356,61308,3
1357,62073,3
1358,63021,3
1359,63944,3
1360,63969,4
1361,64606,5
1362,65066,3
1363,65234,29
1364,65256,5
1365,65459,3
1366,65710,3
1367,65958,3
1368,65999,4
1369,66051,3
1370,67160,5
1371,68432,3
1372,68972,3
1373,69413,29
1374,70278,3
1375,70287,3
1376,70321,4
1377,71033,3
1378,71291,4
1379,71348,4
1380,71859,8
1381,72548,4
1382,72851,3
1383,73656,4
1384,44534,13
1385,47360,3
1386,48072,5
1387,48323,4
1388,49074,14
1389,49461,3
1390,49533,36
1391,51083,21
1392,51264,5
1393,51459,3
1394,51497,4
1395,51855,53
1396,52179,3
1397,52446,3
1398,53174,3
1399,53219,3
1400,53465,71
1401,53601,4
1402,53690,3
1403,55247,5
1404,55250,5
1405,55500,4
1406,56177,4
1407,56742,3
1408,57180,28
1409,57307,4
1410,57431,3
1411,57846,3
1412,58278,3
1413,58630,4
1414,59504,4
1415,59573,5
1416,59862,3
1417,59939,3
1418,60161,3
1419,60284,3
1420,60334,5
1421,60359,3
1422,61215,5
1423,61297,5
1424,61386,3
1425,61395,3
1426,62092,4
1427,62575,4
1428,62841,3
1429,63288,7
1430,63535,3
1431,63547,3
1432,63724,4
1433,64357,4
1434,65789,3
1435,66849,3
1436,67321,21
1437,67378,6
1438,67675,3
1439,67891,3
1440,68005,4
1441,68530,3
1442,69038,3
1443,70359,3
1444,70425,4
1445,70920,3
1446,71061,3
1447,71619,3
1448,71830,43
1449,71932,5
1450,71968,3
1451,73655,3
1452,73787,3
1453,74510,3
1454,74923,3
1455,45573,3
1456,46666,59
1457,48327,7
1458,50283,4
1459,51707,3
1460,51777,11
1461,52765,4
1462,54024,4
1463,54473,3
1464,54541,3
1465,55612,4
1466,55670,3
1467,55794,3
1468,56637,3
1469,57104,12
1470,57168,45
1471,58223,3
1472,58573,4
1473,58595,3
1474,58674,3
1475,58757,3
1476,60398,3
1477,61128,3
1478,61611,3
1479,62123,3
1480,62348,3
1481,63139,7
1482,63148,27
1483,63515,3
1484,64212,5
1485,64369,3
1486,64588,4
1487,64688,3
1488,65452,5
1489,66337,3
1490,66359,4
1491,66802,3
1492,67027,3
1493,67234,3
1494,67478,3
1495,67713,3
1496,68203,3
1497,68366,4
1498,68624,3
1499,69022,5
1500,69227,5
1501,69404,7
1502,69738,4
1503,70040,3
1504,70223,4
1505,70791,3
1506,70912,4
1507,71110,3
1508,71179,3
1509,71182,3
1510,72271,3
1511,72679,3
1512,73119,4
1513,73572,4
1514,74982,3
1515,43659,12
1516,44297,8
1517,46360,10
1518,46658,8
1519,47708,49
1520,49541,27
1521,49843,41
1522,51116,23
1523,51250,4
1524,51307,4
1525,51839,49
1526,52897,3
1527,53468,52
1528,53475,49
1529,53492,33
1530,53616,48
1531,54434,3
1532,54592,3
1533,54838,3
1534,55129,4
1535,55226,3
1536,57086,58
1537,57386,4
1538,57852,3
1539,57882,3
1540,58838,4
1541,59087,4
1542,59337,3
1543,59739,3
1544,59829,4
1545,59922,3
1546,60304,4
1547,60460,3
1548,60624,4
1549,60993,3
1550,61298,3
1551,61412,7
1552,61792,4
1553,62208,6
1554,62645,4
1555,62814,4
1556,63262,19
1557,63612,3
1558,63637,4
1559,64113,3
1560,64493,3
1561,65473,4
1562,65543,4
1563,67279,29
1564,67652,3
1565,67680,3
1566,67887,3
1567,67892,3
1568,68690,3
1569,69493,6
1570,69536,40
1571,69667,3
1572,69779,4
1573,70029,4
1574,70828,4
1575,71282,3
1576,71881,42
1577,72011,5
1578,72282,3
1579,72547,4
1580,72561,3
1581,72826,3
1582,72963,3
1583,73130,3
1584,73492,4
1585,74118,3
1586,74198,3
1587,75028,3
1588,45057,17
1589,46380,23
1590,47972,7
1591,48045,4
1592,48745,23
1593,49887,7
1594,51555,7
1595,52057,3
1596,52341,3
1597,52469,5
1598,53212,3
1599,53594,4
1600,55949,3
1601,56050,3
1602,56165,3
1603,56176,4
1604,56523,5
1605,57147,9
1606,57891,4
1607,58128,4
1608,58400,4
1609,58625,4
1610,58762,4
1611,59346,3
1612,59590,3
1613,59630,4
1614,60739,3
1615,60880,4
1616,61210,27
1617,61235,20
1618,62656,3
1619,63239,26
1620,63269,10
1621,63580,3
1622,63929,4
1623,64191,3
1624,64293,4
1625,65140,4
1626,65832,4
1627,66220,3
1628,66381,4
1629,66794,4
1630,66819,3
1631,66852,3
1632,66953,4
1633,68119,3
1634,68457,4
1635,70170,3
1636,70211,3
1637,70392,3
1638,71009,4
1639,71281,4
1640,71426,3
1641,71572,4
1642,71642,3
1643,72019,3
1644,72509,3
1645,73309,4
1646,73347,4
1647,73491,4
1648,74664,3
1649,43670,4
1650,45332,15
1651,46356,36
1652,49042,3
1653,49093,19
1654,49484,38
1655,49830,3
1656,50712,41
1657,51159,3
1658,52063,3
1659,52896,5
1660,53482,3
1661,53850,4
1662,55264,45
1663,55730,3
1664,55870,3
1665,55892,3
1666,56243,3
1667,56301,3
1668,56460,3
1669,57111,4
1670,57130,20
1671,57914,3
1672,58188,3
1673,58435,3
1674,58716,3
1675,59473,3
1676,61124,3
1677,61892,4
1678,61957,3
1679,62101,3
1680,63638,3
1681,63975,3
1682,64453,4
1683,64978,3
1684,66195,4
1685,66526,4
1686,66631,3
1687,66960,3
1688,67171,3
1689,67523,3
1690,67640,4
1691,68206,3
1692,68480,3
1693,68892,3
1694,69397,26
1695,69484,3
1696,69668,3
1697,69879,4
1698,70374,4
1699,70427,5
1700,70695,3
1701,70751,3
1702,70916,4
1703,71507,3
1704,72385,3
1705,72469,4
1706,72624,4
1707,72771,3
1708,72795,3
1709,73589,4
1710,74176,4
1711,74365,3
1712,74617,3
1713,43680,15
1714,44290,4
1715,45800,8
1716,46355,21
1717,46621,8
1718,46969,32
1719,48069,40
1720,49127,34
1721,53526,29
1722,53572,3
1723,53875,4
1724,54297,4
1725,54305,5
1726,54601,5
1727,54602,5
1728,55042,5
1729,55109,4
1730,55451,3
1731,55650,3
1732,55659,4
1733,56265,5
1734,56348,3
1735,57505,5
1736,58348,4
1737,59082,4
1738,59603,3
1739,60688,3
1740,60947,4
1741,61594,5
1742,62466,3
1743,62751,3
1744,62774,3
1745,63027,4
1746,63124,16
1747,63407,4
1748,63436,4
1749,63495,5
1750,63842,3
1751,64165,4
1752,65844,3
1753,66122,3
1754,66430,3
1755,68089,3
1756,68138,4
1757,68819,4
1758,69396,14
1759,69462,14
1760,69508,38
1761,69778,4
1762,70766,3
1763,71076,4
1764,71792,28
1765,72393,3
1766,72520,4
1767,72907,3
1768,72994,3
1769,73995,3
1770,74196,3
1771,74282,3
1772,74545,3
1773,75042,3
1774,46988,59
1775,51486,4
1776,51642,3
1777,51773,48
1778,52873,3
1779,53699,4
1780,53863,3
1781,55838,4
1782,55913,5
1783,56324,3
1784,56388,5
1785,56398,3
1786,57118,35
1787,57483,3
1788,58329,3
1789,58652,3
1790,59147,4
1791,59441,3
1792,61011,3
1793,61862,3
1794,63137,4
1795,63552,3
1796,63766,4
1797,64057,4
1798,64562,3
1799,64681,3
1800,64932,3
1801,65165,5
1802,65213,17
1803,65588,3
1804,65738,5
1805,66137,3
1806,66512,3
1807,66808,3
1808,67707,3
1809,67823,4
1810,67826,3
1811,68075,3
1812,68774,3
1813,68862,4
1814,69529,3
1815,70111,3
1816,70135,3
1817,70239,3
1818,70718,3
1819,70903,3
1820,71413,4
1821,71895,3
1822,72369,3
1823,72435,4
1824,72659,4
1825,72739,3
1826,72782,3
1827,72993,3
1828,73259,3
1829,73372,3
1830,73619,3
1831,73739,4
1832,74772,5
1833,43844,4
1834,44083,4
1835,44299,27
1836,45562,4
1837,47438,31
1838,48361,8
1839,48373,32
1840,50279,6
1841,51746,8
1842,52285,3
1843,54239,4
1844,54526,3
1845,54641,4
1846,55376,4
1847,55484,3
1848,56571,3
1849,57570,3
1850,58992,11
1851,59020,7
1852,59117,4
1853,59357,3
1854,60249,4
1855,61835,4
1856,61905,5
1857,62102,3
1858,62381,5
1859,62660,4
1860,62777,3
1861,63470,4
1862,63850,3
1863,64592,6
1864,64650,4
1865,64719,3
1866,65131,4
1867,65348,3
1868,65368,3
1869,65917,3
1870,66621,6
1871,66745,4
